id,MESSAGE_TYPE,transcript,creationDate,DIALOGUE_ID,PERSONA_ID,USER_ID,TASK_ID,application,creationDate_conversation,targetLang,tutorLang,hasTasks,CREATOR_ID,SCENARIO_ID,preCreated,simulated,archivedForProcessing,username
47016,H,pourcuoi tu penses que Baldog est triste,23-10-18 06:51,1228,NULL,1271,NULL,3,2018-10-23 06:46:42.401,1,0,1,1271,18,0,0,0,user021
63918,H,,,1704,NULL,1435,NULL,3,2018-11-07 09:24:13.394,1,0,1,1435,16,1,0,0,user185
13331,H,Je volais vers le Suid avec mes parents,21-09-18 07:59,420,NULL,1256,NULL,3,2018-09-21 07:36:17.321,1,0,1,1256,10,0,0,0,user006
56716,H,Tu as autre hobbys ?,05-11-18 13:21,1526,NULL,1293,32,3,2018-11-05 13:01:53.431,1,0,1,1293,10,0,0,0,user043
69027,H,non,,1811,NULL,1425,NULL,3,2018-11-08 12:18:10.998,1,0,1,1425,18,1,0,0,user175
59333,H,,,1603,NULL,1440,NULL,3,2018-11-06 13:54:55.643,1,0,1,1440,3,1,0,0,user190
64847,H,,,1720,NULL,1431,NULL,3,2018-11-07 09:25:57.709,1,0,1,1431,16,1,0,0,user181
34705,H,j'ai perdu mes parents,15-10-18 12:31,928,NULL,1297,NULL,3,2018-10-15 12:15:24.619,1,0,1,1297,10,0,0,0,user047
64454,H,,,1712,NULL,1439,NULL,3,2018-11-07 09:25:25.466,1,0,1,1439,16,1,0,0,user189
73216,H,Pourquoi tu penses Baldog est triste?,12-11-18 07:49,1926,NULL,1310,120,3,2018-11-12 07:31:17.161,1,0,1,1310,18,0,0,0,user060
12429,H,"oui,effectivement, tu as vu quelque chose tempête ?",21-09-18 07:37,410,NULL,1260,NULL,3,2018-09-21 07:21:53.576,1,0,1,1260,3,0,0,0,user010
14489,H,,,465,NULL,1365,NULL,3,2018-09-21 09:57:31.757,1,0,1,1365,3,1,0,0,user115
22787,H,lissette est ta fille,26-09-18 09:37,657,NULL,1264,NULL,3,2018-09-26 09:21:56.463,1,0,1,1264,16,0,0,0,user014
68917,H,Quel es ton nom?,,1809,NULL,1424,NULL,3,2018-11-08 12:15:42.286,1,0,1,1424,16,1,0,0,user174
67312,H,Tu es le mari d'Angélinque.,,1782,NULL,1434,NULL,3,2018-11-08 12:01:04.741,1,0,1,1434,16,1,0,0,user184
61959,H,Vous êtes Baldog ? ,07-11-18 08:28,1661,NULL,1319,22,3,2018-11-07 08:27:32.665,1,0,1,1319,10,0,0,0,user069
35601,H,tu es qui,16-10-18 06:52,985,NULL,1276,NULL,3,2018-10-16 06:48:51.673,1,0,1,1276,3,0,0,0,user026
15546,H,Je me lose mon parents dans le storm,,490,NULL,1362,NULL,3,2018-09-21 12:16:22.591,1,0,1,1362,10,1,0,0,user112
74154,H,Il est assez pessimiste.,12-11-18 08:08,1939,NULL,1303,NULL,3,2018-11-12 07:54:25.369,1,0,1,1303,17,0,0,0,user053
66958,H,,,1776,NULL,1427,NULL,3,2018-11-08 12:00:36.146,1,0,1,1427,10,1,0,0,user177
76640,H,Comment ça va avec les filles?,,1997,NULL,1417,NULL,3,2018-11-12 09:52:53.530,1,0,1,1417,17,1,0,0,user167
51071,H,,,1306,NULL,1368,NULL,3,2018-10-23 07:54:23.114,1,0,1,1368,17,1,0,0,user118
19509,H,,,592,NULL,1366,NULL,3,2018-09-25 13:07:22.455,1,0,1,1366,10,1,0,0,user116
34833,H,Est-ce que vous pouvez m'aider?,15-10-18 12:34,928,NULL,1297,NULL,3,2018-10-15 12:15:24.619,1,0,1,1297,10,0,0,0,user047
55784,H,Tu as Baldog,05-11-18 13:03,1526,NULL,1293,NULL,3,2018-11-05 13:01:53.431,1,0,1,1293,10,0,0,0,user043
22528,H,Angelique est ta ■■■■■,26-09-18 09:31,657,NULL,1264,NULL,3,2018-09-26 09:21:56.463,1,0,1,1264,16,0,0,0,user014
46620,H,Vous êtes le mari d'Angélique.,23-10-18 06:43,1219,NULL,1286,61,3,2018-10-23 06:35:37.202,1,0,1,1286,16,0,0,0,user036
64189,H,Quel est ta job dans la monastère?,,1709,NULL,1434,NULL,3,2018-11-07 09:24:47.017,1,0,1,1434,10,1,0,0,user184
46778,H,bonjour,23-10-18 06:46,1228,NULL,1271,112,3,2018-10-23 06:46:42.401,1,0,1,1271,18,0,0,0,user021
55790,H,est-ce que c'est vous Baldog?,05-11-18 13:03,1511,NULL,1303,22,3,2018-11-05 13:00:40.119,1,0,1,1303,10,0,0,0,user053
24472,H,je suis bien en danser,,686,NULL,1356,NULL,3,2018-09-27 12:10:14.559,1,0,1,1356,18,1,0,0,user106
21200,H,Claudette a en dragon,,622,NULL,1364,NULL,3,2018-09-25 13:37:44.167,1,0,1,1364,17,1,0,0,user114
68134,H,,,1795,NULL,1429,NULL,3,2018-11-08 12:03:11.862,1,0,1,1429,16,1,0,0,user179
77143,H,,,2006,NULL,1413,NULL,3,2018-11-12 10:05:39.634,1,0,1,1413,17,1,0,0,user163
38349,H,,,1039,NULL,1381,NULL,3,2018-10-16 07:54:49.009,1,0,1,1381,16,1,0,0,user131
51738,H,,,1351,NULL,1438,NULL,3,2018-10-24 08:35:54.244,1,0,1,1438,3,1,0,0,user188
14224,H,,,458,NULL,1367,NULL,3,2018-09-21 09:51:49.880,1,0,1,1367,3,1,0,0,user117
60664,H,,,1630,NULL,1425,NULL,3,2018-11-06 14:13:55.588,1,0,1,1425,10,1,0,0,user175
30742,H,,,849,NULL,1415,NULL,3,2018-10-15 11:04:04.862,1,0,1,1415,3,1,0,0,user165
36777,H,bonjour,,1011,NULL,1368,NULL,3,2018-10-16 07:32:35.899,1,0,1,1368,3,1,0,0,user118
31698,H,"je ne peut pas voler, je me blessé",,871,NULL,1414,NULL,3,2018-10-15 11:19:49.314,1,0,1,1414,10,1,0,0,user164
39671,H,,,1074,NULL,1376,NULL,3,2018-10-16 09:17:56.982,1,0,1,1376,10,1,0,0,user126
25243,H,sqdfqsfq,,698,NULL,1356,NULL,3,2018-09-27 12:14:06.382,1,0,1,1356,19,1,0,0,user106
26026,H,,,710,NULL,1364,NULL,3,2018-09-27 12:22:23.575,1,0,1,1364,19,1,0,0,user114
57356,H,Ils étaient comment?,05-11-18 13:34,1544,NULL,1309,NULL,3,2018-11-05 13:30:37.523,1,0,1,1309,18,0,0,0,user059
60890,H,,,1634,NULL,1431,NULL,3,2018-11-06 14:16:19.376,1,0,1,1431,10,1,0,0,user181
64737,H,,,1719,NULL,1443,NULL,3,2018-11-07 09:25:57.549,1,0,1,1443,10,1,0,0,user193
47921,H,tu vu les dragons ?,23-10-18 07:08,1245,NULL,1289,116,3,2018-10-23 07:05:53.869,1,0,1,1289,18,0,0,0,user039
69980,H,,,1829,NULL,1444,NULL,3,2018-11-08 12:34:37.062,1,0,1,1444,3,1,0,0,user194
69801,H,,,1825,NULL,1436,NULL,3,2018-11-08 12:33:27.336,1,0,1,1436,17,1,0,0,user186
72957,H,Son plat préféré c'est des saucisses avec de la purée,12-11-18 07:44,1931,NULL,1295,123,3,2018-11-12 07:31:50.580,1,0,1,1295,18,0,0,0,user045
43500,H,,,1142,NULL,1385,NULL,3,2018-10-16 09:50:32.372,1,0,1,1385,16,1,0,0,user135
17788,H,Je vais à la ville.,24-09-18 08:43,549,NULL,1253,NULL,3,2018-09-24 08:24:57.867,1,0,1,1253,10,0,0,0,user003
59583,H,je vais chercher baldog.,,1609,NULL,1427,NULL,3,2018-11-06 13:56:29.300,1,0,1,1427,3,1,0,0,user177
42431,H,pourquoi tu as méditer?,16-10-18 09:38,1084,NULL,1283,NULL,3,2018-10-16 09:19:05.137,1,0,1,1283,10,0,0,0,user033
33389,H,Qui est-tu?,15-10-18 12:05,897,NULL,1301,NULL,3,2018-10-15 12:01:32.292,1,0,1,1301,3,0,0,0,user051
51756,H,,,1351,NULL,1438,NULL,3,2018-10-24 08:35:54.244,1,0,1,1438,3,1,0,0,user188
34154,H,Vous passez souvent du temps avec Sensei?,15-10-18 12:21,926,NULL,1309,NULL,3,2018-10-15 12:15:12.381,1,0,1,1309,10,0,0,1,user059
31808,H,Tu à des aûtres hobby's?,,873,NULL,1379,NULL,3,2018-10-15 11:20:39.461,1,0,1,1379,10,1,0,0,user129
25368,H,c'est une bon dialogue,,701,NULL,1361,NULL,3,2018-09-27 12:14:41.060,1,0,1,1361,17,1,0,0,user111
41240,H,tu es bien,16-10-18 09:26,1082,NULL,1277,NULL,3,2018-10-16 09:18:48.920,1,0,1,1277,10,0,0,0,user027
36518,H,bonjour,,1004,NULL,1376,NULL,3,2018-10-16 07:21:29.786,1,0,1,1376,3,1,0,0,user126
43107,H,"C'est quoi, votre plat préféré?",16-10-18 09:47,1082,NULL,1277,NULL,3,2018-10-16 09:18:48.920,1,0,1,1277,10,0,0,0,user027
76396,H,Louis porte un teeshirt vert,,1993,NULL,1420,NULL,3,2018-11-12 09:46:28.763,1,0,1,1420,19,1,0,0,user170
51199,H,,,1308,NULL,1386,NULL,3,2018-10-23 07:55:56.774,1,0,1,1386,21,1,0,0,user136
36768,H,Où est Baldog?,,1010,NULL,1375,NULL,3,2018-10-16 07:32:24.738,1,0,1,1375,3,1,0,0,user125
24362,H,elle a les parents pendant la tempete?,,684,NULL,1367,NULL,3,2018-09-27 12:09:42.766,1,0,1,1367,17,1,0,0,user117
60917,H,je m'appelle rinc,,1635,NULL,1445,NULL,3,2018-11-06 14:16:31.881,1,0,1,1445,10,1,0,0,user195
15960,H,et,,496,NULL,1367,NULL,3,2018-09-21 12:24:58.083,1,0,1,1367,10,1,0,0,user117
25800,H,,,708,NULL,1352,NULL,3,2018-09-27 12:19:53.679,1,0,1,1352,21,1,0,0,user102
22379,H,Je vais parler avec Claudette,26-09-18 09:27,636,NULL,1256,NULL,3,2018-09-26 09:13:11.113,1,0,1,1256,17,0,0,0,user006
33904,H,Mais je veux vraiment retrouver mes parents,15-10-18 12:17,904,NULL,1311,NULL,3,2018-10-15 12:02:09.724,1,0,1,1311,3,0,0,0,user061
57386,H,"quelle tâches vous ferez, toi et tes soeurs",05-11-18 13:35,1536,NULL,1302,134,3,2018-11-05 13:15:36.389,1,0,1,1302,18,0,0,0,user052
67199,H,,,1779,NULL,1433,NULL,3,2018-11-08 12:00:51.585,1,0,1,1433,10,1,0,0,user183
16076,H,a,,498,NULL,1366,NULL,3,2018-09-21 12:30:05.422,1,0,1,1366,10,1,0,0,user116
73100,H,Mon talent est danser,12-11-18 07:47,1915,NULL,1309,132,3,2018-11-12 07:30:18.606,1,0,1,1309,18,0,0,0,user059
14370,H,,,462,NULL,1362,NULL,3,2018-09-21 09:55:16.840,1,0,1,1362,3,1,0,0,user112
36548,H,"D'accord, je vais aller parler avec Baldog",,1004,NULL,1376,NULL,3,2018-10-16 07:21:29.786,1,0,1,1376,3,1,0,0,user126
73228,H,Lisette porte une blouse blanche.,12-11-18 07:49,1924,NULL,1302,157,3,2018-11-12 07:31:12.745,1,0,1,1302,19,0,0,0,user052
49231,H,,,1273,NULL,1378,NULL,3,2018-10-23 07:19:57.065,1,0,1,1378,18,1,0,0,user128
65347,H,,,1728,NULL,1445,NULL,3,2018-11-07 09:28:35.361,1,0,1,1445,10,1,0,0,user195
34175,H,je suis Rinc ,15-10-18 12:22,933,NULL,1301,NULL,3,2018-10-15 12:21:33.451,1,0,1,1301,10,0,0,0,user051
25520,H,georges est très calme,,703,NULL,1351,NULL,3,2018-09-27 12:15:51.125,1,0,1,1351,19,1,0,0,user101
27107,H,aaa,,729,NULL,1353,NULL,3,2018-09-27 12:33:54.339,1,0,1,1353,19,1,0,0,user103
34190,H,"Sensei, moi, je trouve mes parents",15-10-18 12:22,910,NULL,1293,NULL,3,2018-10-15 12:02:37.594,1,0,1,1293,3,0,0,0,user043
67982,H,Lisette a votre fille,,1793,NULL,1427,NULL,3,2018-11-08 12:02:50.091,1,0,1,1427,16,1,0,0,user177
12819,H,Qu'est-ce que voeus pensez de Sensei?,21-09-18 07:47,419,NULL,1251,NULL,3,2018-09-21 07:35:50.163,1,0,1,1251,10,0,0,0,user001
34937,H,pourqoui ?,15-10-18 12:36,947,NULL,1298,NULL,3,2018-10-15 12:33:23.443,1,0,1,1298,10,0,0,0,user048
63948,H,,,1706,NULL,1429,NULL,3,2018-11-07 09:24:18.901,1,0,1,1429,10,1,0,0,user179
13066,H,tu aime le f^^ooooooooooooooooooooooo,21-09-18 07:52,421,NULL,1261,NULL,3,2018-09-21 07:37:47.554,1,0,1,1261,10,0,0,0,user011
21212,H,Delphine est impression,,622,NULL,1364,NULL,3,2018-09-25 13:37:44.167,1,0,1,1364,17,1,0,0,user114
65880,H,,,1736,NULL,1442,NULL,3,2018-11-07 09:33:19.803,1,0,1,1442,10,1,0,0,user192
25127,H,bonjour,,698,NULL,1356,NULL,3,2018-09-27 12:14:06.382,1,0,1,1356,19,1,0,0,user106
58967,H,tu as des autre hobbies?,06-11-18 08:06,1590,NULL,1318,32,3,2018-11-06 07:57:02.288,1,0,1,1318,10,0,0,0,user068
12923,H,Tu aimes ,21-09-18 07:49,420,NULL,1256,NULL,3,2018-09-21 07:36:17.321,1,0,1,1256,10,0,0,0,user006
49508,H,"vincent, il me présenté votre famille",,1279,NULL,1373,NULL,3,2018-10-23 07:24:15.408,1,0,1,1373,17,1,0,0,user123
45986,H,Je m'appelle ■■■■■■.,23-10-18 06:30,1209,NULL,1285,55,3,2018-10-23 06:30:20.741,1,0,1,1285,16,0,0,0,user035
54352,H,Quand vous êtes arrivés dans le potager?,,1486,NULL,1415,NULL,3,2018-11-05 12:31:37.098,1,0,1,1415,16,1,0,0,user165
62614,H,vous passez sovent du temps ensemble,07-11-18 08:44,1666,NULL,1336,NULL,3,2018-11-07 08:28:24.108,1,0,1,1336,10,0,0,0,user086
61176,H,,,1638,NULL,1434,NULL,3,2018-11-06 14:17:18.323,1,0,1,1434,10,1,0,0,user184
56454,H,Georges a une barbe,05-11-18 13:16,1519,NULL,1310,69,3,2018-11-05 13:01:25.550,1,0,1,1310,16,0,0,0,user060
38087,H,,,1035,NULL,1376,NULL,3,2018-10-16 07:52:45.404,1,0,1,1376,10,1,0,0,user126
69316,H,Et Georges?,,1816,NULL,1437,NULL,3,2018-11-08 12:27:21.387,1,0,1,1437,18,1,0,0,user187
70632,H,z,08-11-18 13:10,1840,NULL,1327,NULL,3,2018-11-08 13:04:04.836,1,0,1,1327,18,0,0,0,user077
23144,H,.,26-09-18 09:44,642,NULL,1255,NULL,3,2018-09-26 09:14:56.272,1,0,1,1255,16,0,0,0,user005
22254,H,Il s'appelle Vincent il est le mari d'Angélique il porte une chapeau brun.,26-09-18 09:24,640,NULL,1252,NULL,3,2018-09-26 09:14:35.089,1,0,1,1252,16,0,0,0,user002
77170,H,,,2007,NULL,1422,NULL,3,2018-11-12 10:05:40.889,1,0,1,1422,18,1,0,0,user172
44119,H,je suis kikkerkoek,16-10-18 09:54,1152,NULL,1290,NULL,3,2018-10-16 09:54:01.513,1,0,1,1290,18,0,0,0,user040
23698,H,Mon père a des plumes bleu.,26-09-18 09:56,665,NULL,1262,NULL,3,2018-09-26 09:47:02.267,1,0,1,1262,20,0,0,0,user012
58154,H,non ,06-11-18 07:47,1562,NULL,1319,7,3,2018-11-06 07:37:22.211,1,0,1,1319,3,0,0,0,user069
47019,H,bonjourµ,23-10-18 06:51,1232,NULL,1275,112,3,2018-10-23 06:51:12.402,1,0,1,1275,18,0,0,0,user025
55290,H,,,1501,NULL,1421,NULL,3,2018-11-05 12:34:23.782,1,0,1,1421,10,1,0,0,user171
71939,H,Succes,08-11-18 13:30,1866,NULL,1320,NULL,3,2018-11-08 13:07:40.827,1,0,1,1320,19,0,0,0,user070
57511,H,Angélique est votre femme.,05-11-18 13:37,1542,NULL,1311,64,3,2018-11-05 13:28:23.824,1,0,1,1311,16,0,0,0,user061
64987,H,pour qout ,,1722,NULL,1430,NULL,3,2018-11-07 09:26:44.758,1,0,1,1430,10,1,0,0,user180
63930,H,,,1703,NULL,1445,NULL,3,2018-11-07 09:24:11.911,1,0,1,1445,10,1,0,0,user195
40853,H,Pourqoui etes-vous de mauvais humeur,16-10-18 09:23,1079,NULL,1281,NULL,3,2018-10-16 09:18:21.703,1,0,1,1281,10,0,0,0,user031
77176,H,,,2007,NULL,1422,NULL,3,2018-11-12 10:05:40.889,1,0,1,1422,18,1,0,0,user172
37861,H,,,1031,NULL,1380,NULL,3,2018-10-16 07:51:08.510,1,0,1,1380,10,1,0,0,user130
24332,H,Comment ca va?,,684,NULL,1367,NULL,3,2018-09-27 12:09:42.766,1,0,1,1367,17,1,0,0,user117
69691,H,,,1823,NULL,1429,NULL,3,2018-11-08 12:32:01.160,1,0,1,1429,17,1,0,0,user179
46736,H,Yvette a les cheveux blonds.,23-10-18 06:46,1208,NULL,1284,75,3,2018-10-23 06:30:16.573,1,0,1,1284,16,0,0,0,user034
50705,H,,,1298,NULL,1387,NULL,3,2018-10-23 07:48:08.969,1,0,1,1387,21,1,0,0,user137
42416,H,pourquoi tu à méditer,16-10-18 09:38,1084,NULL,1283,NULL,3,2018-10-16 09:19:05.137,1,0,1,1283,10,0,0,0,user033
54900,H,,,1495,NULL,1412,NULL,3,2018-11-05 12:32:33.122,1,0,1,1412,10,1,0,0,user162
14001,H,,,451,NULL,1361,NULL,3,2018-09-21 09:48:08.980,1,0,1,1361,3,1,0,0,user111
70733,H,z,08-11-18 13:11,1851,NULL,1328,NULL,3,2018-11-08 13:05:12.562,1,0,1,1328,17,0,0,0,user078
72817,H,Vous portez un chapeau brun,12-11-18 07:41,1920,NULL,1294,62,3,2018-11-12 07:30:53.860,1,0,1,1294,16,0,0,0,user044
74285,H,"Et Delphine et Georges, ils vont faire quoi?",12-11-18 08:10,1935,NULL,1300,135,3,2018-11-12 07:48:16.251,1,0,1,1300,18,0,0,0,user050
40064,H,bonjour monsieur,,1093,NULL,1368,NULL,3,2018-10-16 09:20:00.384,1,0,1,1368,10,1,0,0,user118
19753,H,georges est le marri de delphine,,596,NULL,1357,NULL,3,2018-09-25 13:07:35.636,1,0,1,1357,16,1,0,0,user107
31147,H,Et vous êtes?,,860,NULL,1409,NULL,3,2018-10-15 11:05:14.797,1,0,1,1409,3,1,0,0,user159
54343,H,,,1483,NULL,1416,NULL,3,2018-11-05 12:31:32.390,1,0,1,1416,10,1,0,0,user166
50315,H,,,1293,NULL,1387,NULL,3,2018-10-23 07:44:48.285,1,0,1,1387,19,1,0,0,user137
18714,H,g,24-09-18 09:06,556,NULL,1255,NULL,3,2018-09-24 08:25:50.985,1,0,1,1255,10,0,0,0,user005
38388,H,,,1040,NULL,1375,NULL,3,2018-10-16 07:58:34.460,1,0,1,1375,10,1,0,0,user125
21310,H,,,624,NULL,1351,NULL,3,2018-09-25 13:39:22.888,1,0,1,1351,17,1,0,0,user101
15150,H,ca va avec moi,,482,NULL,1352,NULL,3,2018-09-21 12:03:10.318,1,0,1,1352,3,1,0,0,user102
23028,H,Louis porte un t-shirt vertes,26-09-18 09:42,639,NULL,1258,NULL,3,2018-09-26 09:14:31.958,1,0,1,1258,16,0,0,0,user008
20944,H,il a une barbe,,617,NULL,1361,NULL,3,2018-09-25 13:27:48.376,1,0,1,1361,16,1,0,0,user111
58678,H,mon nom est ■■■■■,06-11-18 07:59,1593,NULL,1313,21,3,2018-11-06 07:59:07.795,1,0,1,1313,10,0,0,0,user063
37072,H,Tu peut aide moi?,,1018,NULL,1370,NULL,3,2018-10-16 07:36:21.327,1,0,1,1370,10,1,0,0,user120
75705,H,Lisette a des cheveux noirs.,,1982,NULL,1412,NULL,3,2018-11-12 09:24:25.113,1,0,1,1412,16,1,0,0,user162
42440,H,oui il m'a presente toute votre famille,16-10-18 09:38,1130,NULL,1290,NULL,3,2018-10-16 09:37:20.895,1,0,1,1290,17,0,0,0,user040
34288,H,Pour quoi tu fais de méditation?,15-10-18 12:24,926,NULL,1309,NULL,3,2018-10-15 12:15:12.381,1,0,1,1309,10,0,0,1,user059
18455,H,Je vais parler avec Claudette.,24-09-18 09:00,569,NULL,1262,NULL,3,2018-09-24 08:45:33.797,1,0,1,1262,17,0,0,0,user012
15558,H,J'ai un aventurier,,490,NULL,1362,NULL,3,2018-09-21 12:16:22.591,1,0,1,1362,10,1,0,0,user112
47695,H,Delphine a quel talent ?,23-10-18 07:04,1227,NULL,1270,128,3,2018-10-23 06:46:00.492,1,0,1,1270,18,0,0,0,user020
34553,H,Où est mes parents,15-10-18 12:28,927,NULL,1296,NULL,3,2018-10-15 12:15:12.844,1,0,1,1296,3,0,0,0,user046
70763,H,z,08-11-18 13:11,1851,NULL,1328,NULL,3,2018-11-08 13:05:12.562,1,0,1,1328,17,0,0,0,user078
42562,H,C'est quoi votre travail au monastère?,16-10-18 09:40,1107,NULL,1275,NULL,3,2018-10-16 09:21:35.929,1,0,1,1275,10,0,0,0,user025
12673,H,Est Sensei un amie,21-09-18 07:43,420,NULL,1256,NULL,3,2018-09-21 07:36:17.321,1,0,1,1256,10,0,0,0,user006
50839,H,,,1301,NULL,1380,NULL,3,2018-10-23 07:52:29.165,1,0,1,1380,17,1,0,0,user130
26327,H,sqdfqsf,,716,NULL,1356,NULL,3,2018-09-27 12:26:46.102,1,0,1,1356,20,1,0,0,user106
24189,H,Et Delphine porte une jupe avec les fleurs,,681,NULL,1365,NULL,3,2018-09-27 12:09:21.880,1,0,1,1365,19,1,0,0,user115
60902,H,,,1634,NULL,1431,NULL,3,2018-11-06 14:16:19.376,1,0,1,1431,10,1,0,0,user181
52658,H,Je pense tu es en grand ours brun,26-10-18 07:02,1374,NULL,1476,53,3,2018-10-26 06:55:23.294,1,0,1,1476,10,0,0,0,user226
19771,H,Yvette porte boucles d'oreilles,,596,NULL,1357,NULL,3,2018-09-25 13:07:35.636,1,0,1,1357,16,1,0,0,user107
26830,H,,,725,NULL,1357,NULL,3,2018-09-27 12:32:21.447,1,0,1,1357,19,1,0,0,user107
15445,H,Je me pense ca omdat je een beer bent,,489,NULL,1362,NULL,3,2018-09-21 12:10:27.530,1,0,1,1362,10,1,0,0,user112
54224,H,,,1486,NULL,1415,NULL,3,2018-11-05 12:31:37.098,1,0,1,1415,16,1,0,0,user165
62334,H,Décevoir Sensei ? Pourquoi ?,07-11-18 08:37,1683,NULL,1323,25,3,2018-11-07 08:33:21.562,1,0,1,1323,10,0,0,0,user073
69039,H,,,1811,NULL,1425,NULL,3,2018-11-08 12:18:10.998,1,0,1,1425,18,1,0,0,user175
15534,H,Tu est de autre hobby,,490,NULL,1362,NULL,3,2018-09-21 12:16:22.591,1,0,1,1362,10,1,0,0,user112
37036,H,Bonjour,,1018,NULL,1370,NULL,3,2018-10-16 07:36:21.327,1,0,1,1370,10,1,0,0,user120
42827,H,"oui, je suis un aventurier",16-10-18 09:43,1082,NULL,1277,NULL,3,2018-10-16 09:18:48.920,1,0,1,1277,10,0,0,0,user027
43979,H,,,1153,NULL,1370,NULL,3,2018-10-16 09:54:10.715,1,0,1,1370,10,1,0,0,user120
65246,H,,,1726,NULL,1443,NULL,3,2018-11-07 09:27:51.037,1,0,1,1443,16,1,0,0,user193
30775,H,je suis ou,,850,NULL,1414,NULL,3,2018-10-15 11:04:09.504,1,0,1,1414,3,1,0,0,user164
13221,H,je préféré le volleybal,21-09-18 07:56,421,NULL,1261,NULL,3,2018-09-21 07:37:47.554,1,0,1,1261,10,0,0,0,user011
16484,H,sgtezrtg,,504,NULL,1365,NULL,3,2018-09-21 12:39:00.228,1,0,1,1365,10,1,0,0,user115
69152,H,,,1813,NULL,1431,NULL,3,2018-11-08 12:24:54.987,1,0,1,1431,16,1,0,0,user181
74133,H,Pourqoui tu pense Baldog est triste.,12-11-18 08:07,1942,NULL,1299,120,3,2018-11-12 07:56:37.292,1,0,1,1299,18,0,0,0,user049
24865,H,aaa,,693,NULL,1351,NULL,3,2018-09-27 12:12:13.387,1,0,1,1351,18,1,0,0,user101
13084,H,ok,21-09-18 07:52,423,NULL,1255,NULL,3,2018-09-21 07:41:44.759,1,0,1,1255,10,0,0,0,user005
39808,H,,,1083,NULL,1370,NULL,3,2018-10-16 09:18:50.710,1,0,1,1370,16,1,0,0,user120
52646,H,Tu aimes le bois?,26-10-18 07:02,1373,NULL,1480,29,3,2018-10-26 06:53:15.563,1,0,1,1480,10,0,0,0,user230
31796,H,Est-Sensei ton patron?,,873,NULL,1379,NULL,3,2018-10-15 11:20:39.461,1,0,1,1379,10,1,0,0,user129
12140,H,fdf,21-09-18 07:29,407,NULL,1261,NULL,3,2018-09-21 07:18:23.136,1,0,1,1261,3,0,0,0,user011
12917,H,ok,21-09-18 07:49,423,NULL,1255,NULL,3,2018-09-21 07:41:44.759,1,0,1,1255,10,0,0,0,user005
31412,H,,,867,NULL,1421,NULL,3,2018-10-15 11:06:16.340,1,0,1,1421,10,1,0,0,user171
57785,H,bonjour monsieur.,06-11-18 07:38,1563,NULL,1318,1,3,2018-11-06 07:37:40.136,1,0,1,1318,3,0,0,0,user068
64427,H,Angélique porte une robe rose,,1712,NULL,1439,NULL,3,2018-11-07 09:25:25.466,1,0,1,1439,16,1,0,0,user189
64993,H,,,1722,NULL,1430,NULL,3,2018-11-07 09:26:44.758,1,0,1,1430,10,1,0,0,user180
37078,H,Je vais a le vuilnisbak.,,1018,NULL,1370,NULL,3,2018-10-16 07:36:21.327,1,0,1,1370,10,1,0,0,user120
49136,H,Comment tu t'appelles?,,1271,NULL,1371,NULL,3,2018-10-23 07:19:19.616,1,0,1,1371,16,1,0,0,user121
33526,H,je suis en belgique,15-10-18 12:08,916,NULL,1292,NULL,3,2018-10-15 12:03:32.155,1,0,1,1292,3,0,0,0,user042
59187,H,bonjour,,1600,NULL,1431,NULL,3,2018-11-06 13:53:59.787,1,0,1,1431,3,1,0,0,user181
35750,H,j'étais avec famille,16-10-18 06:57,975,NULL,1289,NULL,3,2018-10-16 06:42:38.124,1,0,1,1289,3,0,0,0,user039
14397,H,,,463,NULL,1358,NULL,3,2018-09-21 09:55:31.582,1,0,1,1358,3,1,0,0,user108
30507,H,,,842,NULL,1414,NULL,3,2018-10-15 09:03:22.428,1,0,1,1414,3,1,0,0,user164
43342,H,,,1138,NULL,1369,NULL,3,2018-10-16 09:48:13.089,1,0,1,1369,16,1,0,0,user119
43494,H,,,1142,NULL,1385,NULL,3,2018-10-16 09:50:32.372,1,0,1,1385,16,1,0,0,user135
47951,H,Georges est calme . Delphine est intilligente,23-10-18 07:09,1236,NULL,1288,102,3,2018-10-23 06:55:56.313,1,0,1,1288,17,0,0,0,user038
66014,H,,,1739,NULL,1442,NULL,3,2018-11-07 09:34:37.587,1,0,1,1442,16,1,0,0,user192
62221,H,?,07-11-18 08:34,1659,NULL,1315,NULL,3,2018-11-07 08:27:11.648,1,0,1,1315,10,0,0,0,user065
71144,H,s,08-11-18 13:14,1840,NULL,1327,NULL,3,2018-11-08 13:04:04.836,1,0,1,1327,18,0,0,0,user077
34029,H,tu remarqué quelque chose bizarre pendant le storm,15-10-18 12:19,902,NULL,1306,NULL,3,2018-10-15 12:02:03.469,1,0,1,1306,3,0,0,0,user056
27595,H,,,737,NULL,1359,NULL,3,2018-09-27 12:40:51.899,1,0,1,1359,21,1,0,0,user109
58571,H,pourqois tu es une mauvaise humeur?,06-11-18 07:57,1583,NULL,1330,NULL,3,2018-11-06 07:54:08.754,1,0,1,1330,10,0,0,0,user080
42312,H,claudette a les chveux roux ,,1129,NULL,1381,NULL,3,2018-10-16 09:37:10.610,1,0,1,1381,19,1,0,0,user131
59488,H,no je entendu pas de  voix,,1607,NULL,1441,NULL,3,2018-11-06 13:55:09.761,1,0,1,1441,3,1,0,0,user191
